,,○,金融業（従業員）,・熊本地震の影響は薄らいできており、住宅投資や公共工事が増加してきている。また、雇用面では、時間外勤務が増加傾向にあるほか、求人数も順調に伸びてきている。,,
,,○,金融業（調査担当）,・米国の大統領選挙の予想外の展開も九州の景気にマイナスの影響はない。年末年始商戦により景気は多少好転する。,,
,,○,金融業（営業）,・年末～３月末にかけて、製造業は一定水準の設備投資が予定されている。２次募集のものづくり補助金の効果もある。米国政治等の不安定要素はあるが、実体経済には問題がない。,,
,,○,広告代理店（従業員）,・11月の新聞折込チラシ枚数は前年同月比97％と比較的落ち込みが少ない。これからクリスマス商戦から年末商戦へと年間で最も活発な時期になるが、感触は良くなってきている。長い間底辺でもがいていたが、ようやく底離れすると期待している。,,
,,○,経営コンサルタント（代表取締役）,・九州ふっこう割が終わり市内の観光が厳しくなる。12月から忘年会シーズンだが今まで自粛していた宴会がどんどん入ってきている。例年より12月は良くなる。１～３月末までどの程度景気に表れてくるか楽しみである。,,
,,□,農林水産業（経営者）,・12月は年末需要で例年通りの販売が期待できる。今年は原料となる鳥の仕入れも今のところ順調で前年並みの売上となる。１～２月は不需要期で商品の供給過剰の要素もあり売上は厳しくなる。不安要素として鳥インフルエンザの時期でもあり、周辺諸国では既に発生して多くの鳥が殺傷処分されている。国内でも発生すれば風評被害等で商品に大きなマイナスが生じ、売上にも大きく影響する。,,
,,□,農林水産業（営業）,・全体的に野菜・魚・肉が高価格で推移する傾向がある。,,
,,□,食料品製造業（経営者）,・比較的安定して販売が見込めている。,,
,,□,家具製造業（従業員）,・円安になり輸入には逆風である。円高効果で輸入高級家具も割安感が出て、販売につながりつつあった矢先の急激な円安は痛手である。輸出でメリットを得る企業の多くは大企業であり、中小企業にとっては円高のほうがメリットがあり今後も好転する兆し、要因はない。,,
,,□,化学工業（総務担当）,・世界経済の状況や為替動向等、先行きが不透明である。,,
,,□,一般機械器具製造業（経営者）,・いずれの部門でも周りの様子は今月とあまり変化はない。,,
,,□,精密機械器具製造業（従業員）,・利益は毎月赤字にはなっていないが、景気が良いのか悪いのかわからない。一部品種の受注変動が激しく、様子を見ている。,,
,,□,その他製造業（産業廃物処理業）,・自動車関連は少し好調だが、他の半導体関連は動きが停滞しているので良くも悪くもないという状況が続く。,,
,,□,建設業（経営者）,・建設業の場合スパンが長いので３か月周期ではそこまで変わらない。,,
,,□,輸送業（従業員）,・ドライバー不足、熊本地震、鳥取県中部地震の影響もあり各荷主がＢＣＰを考えるようになってきている。そのため全国に工場を増やす方向になっており客向けに各拠点から配達できるよう倉庫に物が増えている状況である。貸し手としては良い方向に向かっているが、荷動きをみると増加見込みがない。,,
,,□,通信業（職員）,・全社の受注量については依然として堅調に推移している。部門内の省エネ関連設備の受注も上期の遅れを取り戻してはいるが、今後は大きな変化はない。,,
,,□,金融業（営業担当）,・取引先全般的に慢性的な人手不足が続き景気の改善は見込めない。,,
,,□,不動産業（従業員）,・賃貸オフィスの空室率の低下が継続し賃料水準も安定している。,,
,,□,新聞社［広告］（担当者）,・業界を取り巻く環境は厳しいままで、広告主のデジタル広告のシフトも加速している。下期はややマイナス含みで進む。,,
,,□,経営コンサルタント（社員）,・この仕事は営業成績や販売売上に直接関係があるのかわからないのでセミナー等への参加者が少なく今後も変わらない。,,
,,□,経営コンサルタント（社員）,・利益の確保が厳しくなっている。,,
,,□,経営コンサルタント（代表取締役）,・年末や年度末に向けた投資計画について取引先にヒアリングすると、変化があると答える企業はほとんどない。,,
