"家計
動向
関連

(沖縄)",,◎,百貨店（経営担当）,来客数の動き,・インバウンドや家族連れの来店が多く、店舗周辺の人流が増加している。
,,◎,その他飲食店［ファーストフード］（総務部）,来客数の動き,夏場は１年で最も繁忙になる時期なので、現状よりも景気は良くなる。ただし、中東情勢による食料資材不足や原材料価格の高騰が懸念される。
,,○,一般小売店［土産］（営業部長）,来客数の動き,・商品を値上げして３か月経過したが、観光客の増加に伴い売上は前年比で伸びている。ただし、購入点数は減少している。
,,○,コンビニ（店長）,お客様の様子,・戸建て住宅やマンション建設が活発なため、建設業関連の来客数が増加している。
,,○,家電量販店（営業担当）,単価の動き,・新たな省エネ基準の導入や、おきなわ省エネ家電購入応援キャンペーン等で３月から来客数は増加しているが、５月は例年より気温が低いため、前年割れとなっている。
,,○,観光型ホテル（専務取締役）,来客数の動き,・来客数は前年を上回り好調に推移している。また、客の消費額も前年を上回る状況が続いている。
,,○,観光型ホテル（企画担当）,販売量の動き,・２月の販売室数が、前年比29％増加に対し、５月は前年比30％増加でプラス幅が増加している。
,,○,通信会社（サービス担当）,販売量の動き,・親子割引の低価格プランへの見直し需要や、他社からの乗換え契約が増加しており、端末及び回線の販売量が増加している。
,,○,観光名所（職員）,販売量の動き,・インバウンドを中心に購入数が増加している。
,,□,商店街（代表者）,お客様の様子,・飲食店が増加し、小売店は減少している。居酒屋や飲食店は好調だが、小売店は厳しい状況のため、どちらともいえない状況が続いている。
,,□,スーパー（企画担当）,販売量の動き,・売上は前年を上回る水準を維持しており、底堅さがみられる。しかし、客足や購買意欲は３か月前から大きな変化がなく、全体的な景況感としては横ばいの状況となっている。
,,□,衣料品専門店（経営者）,来客数の動き,・ゴールデンウィークを終え、５月中旬から下旬にかけて、売上は例年とさほど変わらないが、来客数は減少しているようにみえる。
,,□,その他専門店［陶器］（製造）,販売量の動き,・注文数に変化がないため、景気は変わらないとみている。
,,□,観光型ホテル（総支配人）,来客数の動き,・足元は堅調なものの、８月の予約状況は低調となっており、９月の大型連休に需要が分散している。
,,□,旅行代理店（マネージャー）,販売量の動き,・販売量は極端に減少していないが、物価高の影響で上向く要素がみられない。
,,□,住宅販売会社（営業担当）,お客様の様子,・住宅新築相談件数が堅調に推移している。
,,□,住宅販売会社（役員）,単価の動き,・仲介物件の問合せ等は、３か月前と変化はみられない。また、県内の分譲マンション市場は、県外富裕層のセカンドハウス需要に支えられ、高額ながらも好調である。この旺盛な需要を背景に、物件の販売単価や賃料は３か月前と比較しても下落せず、高水準を維持している。一方で、更なる急騰もみられず、売手と買手の価格意識が高止まりの状態で拮抗しているため、景気は変わらないとみている。
