"雇用
関連

(近畿)",,◎,－,－,－,
,,○,民間職業紹介機関（職員）,求人数の動き,・建設現場の数が増加傾向にあり、１日当たりの求人数も増えている。,
,,□,人材派遣会社（役員）,求職者数の動き,・企業の採用意欲は変わらず旺盛であるが、求職者の動きがやや鈍化している。,
,,□,人材派遣会社（営業担当）,それ以外,・派遣時給は上昇の一途であるが、求職者は60代以上が１割を超えるなど、派遣市場では人材が滞留している。,
,,□,人材派遣会社（支店長）,採用者数の動き,・第１四半期は動きがほとんどなく、第２四半期に入った今月も、余り大きな動きはない。,
,,□,新聞社［求人広告］（担当者）,それ以外,・新聞やデジタル広告の推移をみると、前の四半期とほぼ同じ水準となっている。,
,,□,職業安定所（職員）,周辺企業の様子,・中東情勢の変化による影響で、建設業や塗装業では薬剤などの入手が困難となり、仕事ができないといった声がある一方、こん包や運送関連では取扱数が増え、忙しいという声がある。,
,,□,職業安定所（職員）,求人数の動き,・求人数は前年比で増加傾向が続いている。,
,,□,職業安定所（職員）,求職者数の動き,・求職者の応募数や採用数の動きが、比較的安定している。,
,,□,職業安定所（職員）,求人数の動き,・７月の求人の動きは前年よりもやや少ないが、極端に少なくなったわけではない。,
,,□,学校［大学］（就職担当）,求人数の動き,・業績悪化による事業規模の縮小で、求人を減らす事業所がある一方、事業の拡大に伴って求人を増やす事業所もみられる。全体としては、労働集約的な医療サービスを担う人材は若年層が不足しているため、求人数は堅調に推移している。,
,,□,その他雇用の動向を把握できる者,求人数の動き,・近畿の新規求人数は前年比で0.7％増と、12か月ぶりに増加に転じた。産業間でばらつきがみられ、インフラの更新需要やＩＲ関連が好調な建設業、半導体関連や重工業関連が好調な製造業で求人が増えている一方、物価の上昇で消費が鈍化し、セルフレジやモバイルオーダーの導入が進んでいる卸売・小売業や宿泊・飲食サービス業では求人の減少が続いている。,
,,▲,人材派遣会社（営業担当）,求職者数の動き,・求職者が、簡単な事務作業で時給の高い求人を希望する傾向に変化はない。その一方、企業側では一般的な事務系の求人が減少しており、より専門性の高い業務が中心となっている。その結果、両者の条件には依然としてミスマッチが大きく、高い時給での一般事務の求人は少ないのが現状である。,
,,▲,人材派遣会社（管理担当）,求人数の動き,・一定数の求人はあるものの、人件費の削減のため、派遣社員の採用や契約の延長を控えている施設がある。,
,,▲,新聞社［求人広告］（営業担当）,それ以外,・円安の進行や物価の上昇が続くなか、実質賃金の増加が伴っていない以上、景気は悪くならざるを得ない。,
,,▲,民間職業紹介機関（営業担当）,求職者数の動き,・2027年３月卒業予定者の採用に関しては、学生側が苦戦しているらしく、大学に訪問してヒアリングを行っても、学生の内定状況が前年並みか、やや鈍い状況である。,
,,▲,学校［大学］（就職担当）,周辺企業の様子,・新卒採用の期限が前年度よりも早まっている。前年度や前々年度が好調過ぎたとの見方もあるが、前年度のような好調さがみられないのは事実である。,
,,▲,学校［大学］（就職担当）,それ以外,・依然として中東情勢の変化が終息に向かう気配はなく、むしろ摩擦が激化している。それに伴い、原油に関する生活物資の価格が高騰している。,
,,×,＊,＊,＊,
,,,,,,
　９．中国（地域別調査機関：公益財団法人中国地域創造研究センター）,,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明,
"家計
動向
関連

(中国)",,◎,観光型ホテル（予約担当）,来客数の動き,・来客数が大幅に増えている。,
,,○,スーパー（店長）,販売量の動き,・来客数の前年比を上回る伸びで販売点数の前年比が大きく伸長した結果、客単価は大幅に上昇している。特に食料品が好調に推移している。季節商材については、急激な気温上昇により想定以上の暑さとなったことが、買上点数の伸長につながっている。食品に対する支出が増加していると考えられる。,
,,○,コンビニ（店長）,販売量の動き,・盛夏を迎え、今年の厳しい暑さもあいまって、来客数と販売数が回復してきた。特に飲料は生活必需品なので、来月にかけてまだ伸びるとみられる。,
,,○,衣料品専門店（代表）,販売量の動き,・物価高で引き続き節約意識は強いものの、ボーナスが支給された人は購買意欲が高まっている。,
,,○,家電量販店（店長）,お客様の様子,・新省エネ基準の導入により、エアコンの需要が高まっている。補助金もあり、客の反応も良い。,
,,○,家電量販店（副店長）,販売量の動き,・エアコンと洗濯機の販売台数が前年を大幅に超えており、好調である。一方で、パソコンやテレビは販売が伸び悩んでいるものの、店舗全体では前年比115％と伸長している。,
,,○,乗用車販売店（営業担当）,販売量の動き,・新型車の発売により新規顧客の関心が高まり、販売量は僅かながら増加している。,
,,○,乗用車販売店（業務担当）,販売量の動き,・生産が徐々に安定し、新型車も発売されたため、少しずつ良くなっている。,
,,○,乗用車販売店（リース担当）,単価の動き,・販売価格やメンテナンス費用は上昇しているものの、客は納得して購入や交換を行っており、景気はやや持ち直している様子がうかがえる。,
,,○,その他専門店［宝石店］（店員）,単価の動き,・ボーナス支給の影響により、30～40代のセルフ需要の客が、いつもより高額な商品に関心を示す傾向がみられる。３か月前と比べると、平均単価が１万5000円上昇しており、大幅に伸びている。,
,,○,一般レストラン（経営者）,来客数の動き,・来客数は３か月前の前年比97％から、今月は102％まで回復している。主力食材である輸入牛肉の価格上昇に伴い値上げに踏み切ったが、客単価の上昇にも支えられ、売上は前年比105％で推移している。曜日別、時間別の利用では、金曜日と休日のランチが前年比124％と大きく伸びており、売上に大きく貢献している。ランチタイムトータルでは前年比110％以上が続いている。一方で、これまで利用の多かった金曜日と休日のディナーは、前年の97％前後の推移となっている。サラリーマン層、ファミリー層共に外食を控える傾向であり、外食する場合でも価格を抑えたランチメニューを選択する動きがうかがえる。,
,,○,一般レストラン（経営者）,来客数の動き,・３か月前は世界情勢の先行きが不透明な状況だったが、最近は見え始めてきたことから、少し良くなっていく。,
,,○,バー（経営者）,来客数の動き,・再来店客数が増えてきている。,
,,○,都市型ホテル（総支配人）,来客数の動き,・１か月前の時点では、宿泊予約は前年の実績を下回ると予想していたが、７月に入って伸び、前年を上回った。飲食も６月後半時点では７月は前年と同じ、あるいは少し下回る予想だったが、結果前年を上回るペースとなっている。,
,,○,通信会社（企画担当）,お客様の様子,・ボーナス支給や夏休みの開始が要因とみられ、前月と比べて営業関連の問合せが増えている。,
,,○,通信会社（販売企画担当）,来客数の動き,・来客数が順調に伸びている。,
,,○,住宅販売会社（営業担当）,来客数の動き,・前々月及び前月と比較すると、顧客の動きが良くなってきた。,
,,□,商店街（代表者）,来客数の動き,・余りの暑さのためか、商店街に人の姿が例年以上に見受けられない状態が続いており、夏向き商品のカフェといった店舗を除き、来客数が減少している。,
,,□,一般小売店［洋裁附属品］（経営者）,販売量の動き,・とても暑いため、客は外出をちゅうちょしている。,
,,□,一般小売店［印章］（経営者）,来客数の動き,・生活用品の値上がりが続くなか、景気が上向く要素がない。,
,,□,一般小売店［眼鏡］（経営者）,単価の動き,・手頃な価格の商品がコンスタントに売れ始めている。,
,,□,百貨店（営業担当）,販売量の動き,・特選ブランド志向は相変わらず強く、そういった商品は売れている。一方で、一般商材については、日常的に購入する商品の動きは良くない。,
,,□,百貨店（営業担当）,販売量の動き,・来店客数や売上の傾向に大きな変化はない。,
,,□,百貨店（売場担当）,販売量の動き,・ラグジュアリー商材ブランドの催事で数百万円のバッグや時計が売れたが、前年実績には及ばず、今月は厳しい状況であり、来月も油断できない。,
,,□,百貨店（売場担当）,お客様の様子,・生鮮スーパーの新規オープンにより、これまで百貨店を利用する機会が少なかった層の来店が増加している。一方で、百貨店エリアへの回遊にはつながりにくく、厳しい暑さの影響も重なり、苦戦が続いている。,
,,□,スーパー（店長）,販売量の動き,・食品価格やエネルギー価格の上昇で、客の財布のひもが固い。来客数はほぼ前年並みに推移しているが、買上点数が前年比95％と伸びていない。先日の土用の丑の日も予約数が前年の94％、当日売上が97％と苦戦している。,
,,□,スーパー（業務開発担当）,来客数の動き,・平均単価は前年より３ポイント上昇し、販売点数は前年並みで推移している。一方で、来客数が２ポイント減少した影響により、売上は３ポイント増にとどまった。本来なら売上は５～６ポイントの増加が期待されたが、来客数の減少が影響している。,
,,□,スーパー（財務担当）,販売量の動き,・物価高騰による節約により、来店頻度が上がり、来客数は前年を上回っているが、１人当たりの買上点数は前年を下回る状況が続いている。ただし、価格上昇により売上は前年を上回っている。,
,,□,コンビニ（エリア担当）,単価の動き,・売上は約１年半、来客数は約１年にわたり前年を下回る状況が続いている。一方で、たばこの売上は前月末頃から前年比で上昇に転じ、今月は102％となるなど、売上を一定程度押し上げている。しかし、それ以外の売上は非常に厳しい。,
,,□,コンビニ（副地域ブロック長）,来客数の動き,・来客数が全体的に減少しており、特に夕夜間の時間帯で顕著である。早朝から昼間にかけての来店は増えているため、緊急購買以外はコンビニを利用しないと考えられる。,
,,□,衣料品専門店（経営者）,お客様の様子,・景気が良くなる話は聞こえてこない。,
,,□,乗用車販売店（営業担当）,来客数の動き,・４月から数か月が経過しているものの、各月とも来客数が極端に少ない。業務上、天候による影響を受けやすく、現在も厳しい状況が継続している。来客数が限られるなかでの商談になるため、売上にも大きな影響が出ている。今後、状況が改善しなければ、深刻な状態から抜け出すことができず、不安要素が残ったままとなる。,
,,□,乗用車販売店（統括）,販売量の動き,・７月の販売量は前年比85％と大変厳しい状況である。,
,,□,その他専門店［時計］（経営者）,来客数の動き,・暑さの影響で来客数が少ないが、買上単価がやや高く、全体の売上としては変わらなかった。,
,,□,その他専門店［和菓子］（経営者）,来客数の動き,・来客数の増加はなく、インバウンドの増加もみられない。,
,,□,その他専門店［土産物］（経営者）,来客数の動き,・６月は雨の影響で来客数が減少したが、７月に入り晴天の日が増えたことで来客数は回復している。一方で、猛暑日には客足への影響がみられるなど、天候に左右される状況となっている。,
,,□,高級レストラン（事業戦略担当）,来客数の動き,・景気を左右する大きな動きがない。,
,,□,一般レストラン（店長）,来客数の動き,・ここ数か月、来客数が前年比で約10％低下している。地域性もあるが、客の外食離れが進んでいるようにみられる。,
,,□,観光型ホテル（副支配人）,来客数の動き,・施設の近くに川遊びができる場所があり、家族連れが多いが、施設の利用は思ったほど増えていない。,
,,□,都市型ホテル（宿泊担当）,販売量の動き,・前年を若干下回る水準で推移しているが、大きな要因はないことから、ここ数か月と同程度の動きになると推測している。,
,,□,タクシー運転手,来客数の動き,・天候不順や一時的なイベント等により売上の向上がみられるが、景気向上による安定したものではない。,
,,□,タクシー会社（営業所長）,来客数の動き,・前年と比較して総売上は約８％増加したが、これは値上げの効果であり、営業回数は横ばい、若しくは微減となっている。梅雨の長雨により、一時的に乗車数が伸びる日もあったが、総じて低調である。,
,,□,通信会社（運用担当）,それ以外,・中東情勢による経済の不安定さが続いている。,
,,□,放送通信サービス（総務経理担当）,お客様の様子,・利用料の延滞率、延滞解消率はほぼ横ばいが続いている。,
,,□,テーマパーク（業務担当）,来客数の動き,・猛暑の影響が大きく、ここ数年の７～８月はキャンプのトップシーズンではなくなっている。逆に、暑さを理由に屋外活動を敬遠する人が増えている。,
,,□,ゴルフ場（営業担当）,来客数の動き,・利用者数は前月、今月と大きな減少はみられず、おおむね横ばいで推移している。,
,,□,設計事務所,お客様の様子,・案件の相談量は３か月前と同等で、計画進行中案件も順調に進んでいる。,
,,□,設計事務所（経営者）,お客様の様子,・建築費の高騰や材料不足から、引き合いがあってもプロジェクトが予算に合わず成立していない。,
,,□,住宅販売会社（事業推進担当）,来客数の動き,・中東情勢の影響により、この２か月は建築コスト上昇率が従来の２倍で推移しており、更なる価格上昇の要因となっている。今後は中東情勢の影響が落ち着くと考えられるが、景気低迷は続くと考えられる。,
,,▲,商店街（代表者）,来客数の動き,・７月になって急に暑くなり、猛暑に近い日が続いているため、人が外に出てこない状況である。,
,,▲,商店街（理事）,来客数の動き,・商店街の人通りは、特に平日において少ない状況が続いている。猛暑の影響による外出控えも一因として考えられる。,
,,▲,一般小売店［茶］（経営者）,販売量の動き,・夏祭りが終わり、一段落した状況である。夏祭り期間中の売上は前年を上回る結果となったが、当社が属する茶業界では、抹茶ブームがやや陰りをみせている。,
,,▲,百貨店（営業担当）,販売量の動き,・先行きの不透明感があるなか、必要な物しか購入しない傾向がうかがえる。,
,,▲,百貨店（外商担当）,お客様の様子,・猛暑により来店数の減少が顕著となっている。さらに、金価格の下落及び不安定な株価により、富裕層の動きが鈍くなっている。,
,,▲,スーパー（店長）,来客数の動き,・前月までは来客数が前年の99～100％であったが、今月に入り、前年の98.5％まで低下している。また、低単価商品の購入率が高まっており、売上もマイナスになっている。,
,,▲,スーパー（店長）,販売量の動き,・販売点数は前年を５％以上下回る水準で推移している。,
,,▲,スーパー（販売担当）,販売量の動き,・消耗品以外は買い控えがみられる。,
,,▲,衣料品専門店（経営者）,単価の動き,・仕入価格が上昇しているため、大変な状況となっている。,
,,▲,家電量販店（店長）,お客様の様子,・購入成約率が低下している。,
,,▲,家電量販店（企画担当）,販売量の動き,・エアコンを中心とした季節商材の販売量は伸びているが、主要商品であるテレビや冷蔵庫の販売は伸び悩んでおり、全体としては景気の低迷が続いている。,
,,▲,乗用車販売店（経営者）,販売量の動き,・車両の買換えサイクルの長期化で、販売数は伸び悩んでいる。,
,,▲,乗用車販売店（店長）,販売量の動き,・買い回り傾向や競合店の増加により、消費者の購入基準が高くなっている。自社の客へ販売促進をしても、反応が悪い。,
,,▲,自動車備品販売店（経営者）,販売量の動き,・当社の取扱商品は、円安やナフサ不足等の影響を直接受けており、仕入価格の上昇が続いている。一方で、販売価格へ転嫁すると、ますます客足が遠のく。,
,,▲,その他専門店［革製品］（店主）,販売量の動き,・来客数が減少しており、猛暑による外出控えの影響が考えられる。また、生活必需品の価格上昇により、財布のひもが少しずつ固くなっている。数年前であれば、迷ったら買う人が多かったが、迷ったら買わない状況に変わってきている。購入を迷っている際に、一緒に来店している友人から購入を後押しされて購入につながるケースもあったが、現在は慎重な判断を促される場面が増え、購入に至りにくい状況となっている。,
,,▲,都市型ホテル（宿泊担当）,単価の動き,・宿泊需要は一定程度維持されているものの、物価上昇の影響から、宿泊客の節約志向が強まっている。客室単価の上昇に伴い、価格への反応が以前より敏感になっており、高単価プランの予約が伸びにくい傾向がみられる。,
,,▲,旅行代理店（支店長）,お客様の様子,・暑さの影響により、旅行などの外出を控える動きがある。,
,,▲,旅行代理店（支店長）,販売量の動き,・円安や物価高騰が続き、旅行繁忙期である夏休み需要については、取扱人員で前年比95％となっている。また、海外旅行についても、取扱人員で前年比91％と減少傾向にあり、今夏の需要復活は厳しい状況となっている。,
,,▲,通信会社（広報担当）,お客様の様子,・値上がり傾向のため、購買意欲が落ちている。,
,,▲,通信会社（総務担当）,それ以外,・情報通信事業における設備構築では、資機材調達が難しい状況が継続しており、経営上の影響が懸念される。生活面においては、消費税減税が進む様子もなく、物価高が解消されていく道筋がみえていない。,
,,▲,通信会社（営業担当）,お客様の様子,・固定電話に加え、有料放送サービスの解約が増加しており、物価上昇により家計の引締めが一段と加速している。,
,,▲,競艇場（企画営業担当）,販売量の動き,・３か月前の４月には、全国発売のＧ１競走で売上が十分確保できたが、今月はそのようなレースがなかった。,
,,▲,美容室（経営者）,お客様の様子,・商品価格が上がりすぎて困っているという声があり、給与が上がらないため、お金を使いにくい状況になっている。カラーリングについても、美容院ではなく自分で行うという客の声を聞く。,
,,▲,設計事務所（経営者）,来客数の動き,・面談した客からは、借入金利の上昇を受けて、支払への不安を感じている人が増えているとの声が聞かれた。新築住宅の購入意欲はあるものの、建築費の上昇が重なり、購入に踏み出しにくくなっている。また、購入層の２極化が発生しており、実際の購入層が限られている。,
,,▲,住宅販売会社（住宅設計担当）,単価の動き,・住宅販売においては、資材価格の高騰の影響が大きく、販売単価の上昇傾向が強くなっている。当社のみならず、競合各社においても軒並み価格上昇があるとのことで、購入者数の減少が見込まれる。,
,,×,自動車備品販売店（経営者）,販売量の動き,・タイヤやバッテリー、エンジンオイル等の自動車アフター商品全般で仕入価格が上昇しており、販売価格への転嫁により購買が鈍化し、売上が悪い。また、中東情勢の影響により、エンジンオイルの入荷が滞り、自動車整備等に支障が出ている。,
,,×,一般レストラン（経営者）,それ以外,・仕方のないことだが、気候と災害の影響により、状況は一層悪化している。,
,,×,美容室（経営者）,競争相手の様子,・同業者の話では、客単価向上につながるメニューを提案しても反応は余り良くなく、既存メニューの注文が中心になっている。現在は暑さの影響で来店頻度がやや増加しているが、その後の来店間隔は長くなり、年間を通してみると売上は落ち込むという話を耳にする。,
"企業
動向
関連

(中国)",,◎,食料品製造業（営業担当）,受注量や販売量の動き,・前年同期と比べ、受注量が増加している。,
,,◎,輸送用機械器具製造業（経営者）,受注量や販売量の動き,・大手自動車メーカーの新車の生産が順調に推移しており、繁忙な状況となっている。,
,,○,輸送業,受注価格や販売価格の動き,・受注が増えている。,
,,○,金融業（経済産業調査担当）,それ以外,・新型量販車種の販売を主因として、貿易や生産活動に持ち直しの動きがある。,
,,○,会計事務所（経営者）,受注量や販売量の動き,・設備投資支援関連コンサルティング案件が増加しつつある。一方で、アウトソーシング受託は人手不足でやや弱い。,
,,□,農林水産業（従業員）,受注価格や販売価格の動き,・良くも、悪くもなっていない。,
,,□,繊維工業（財務担当）,取引先の様子,・７月の気温上昇で、消費行動が鈍化している。,
,,□,化学工業（総務担当）,受注量や販売量の動き,・中東情勢の長期化や円安進行に伴い、モノの動きには一段と停滞感が見受けられる。,
,,□,窯業・土石製品製造業（管理担当）,受注価格や販売価格の動き,・取引先からの価格改定の要請は継続している。主な要因としては、中東情勢の影響が長期化しており、製品製造のコスト、各種資材費、さらには人件費や運送費の上昇によるものである。,
,,□,鉄鋼業（総務担当）,取引先の様子,・取引先の様子に大きな変化はみられない。,
,,□,非鉄金属製造業（業務担当）,取引先の様子,・会社によって受注量に多少の差はあるが、今のところ大きな変化はみられない。,
,,□,金属製品製造業（総務担当）,受注量や販売量の動き,・受注は引き続き好調であるが、工場の稼働負荷が高いため、超過勤務や事務職の現場応援で納期対応を行っている。,
,,□,一般機械器具製造業（管理担当）,受注量や販売量の動き,・国内と欧州向けの動きが悪くなってきている一方で、米国向け需要は伸びており、全体としては変わらない。,
,,□,電気機械器具製造業（総務担当）,受注量や販売量の動き,・半導体関連の活発化により、プリント基板製造装置関連は引き続き好調ではあるものの、中東情勢の不透明感により、原材料の値上げや納期遅延の懸念があるため注視が必要である。,
,,□,輸送用機械器具製造業（経理担当）,受注量や販売量の動き,・元々受注していた仕事の量が増えず、今後も受注量増加が見込めない。,
,,□,建設業（経営者）,取引先の様子,・建設資材の納期に不安定な面はあるが、工期に大きく影響するほどの遅延は生じておらず、おおむね安定した状況が続いている。,
,,□,建設業（総務担当）,受注量や販売量の動き,・特に大きな変化はない。資機材価格や人件費等の高騰は続いているが、価格転嫁については一定程度の理解を得ている状況である。一方で、この状況がいつまで続くのか、歯車が狂った場合の案件中止等で受注環境に大きな変化が生じる不安を抱いている。,
,,□,輸送業（業務推進担当）,取引先の様子,・特に大きなプラス要素やマイナス要素もなく、取引先の動向にも目立った様子はない。,
,,□,輸送業（企画担当）,取引先の様子,・温暖化対策や世界情勢について、同業各社は様子見の状況である。一方で、投資意欲は維持されており、設備業者や工事納入事業者は、引き続き多くの案件を抱えている様子である。,
,,□,輸送業（営業担当）,受注量や販売量の動き,・顧客ヒアリング時に新規の動きは余りなく、大きな変化はみられない。,
,,□,通信業（営業担当）,受注量や販売量の動き,・中東情勢の影響による資材価格の高騰等の影響が加速するとみられたが、想定ほど大きな動きがない。,
,,□,金融業（主任）,取引先の様子,・中東情勢等の外部環境の影響もあり、様子見をしている取引先が多い。ただし、受注量などに大きな変化はなく、横ばいの状況である。,
,,□,不動産業（総務担当）,それ以外,・来客数はやや減少しているが、成約件数はほぼ変わらない。,
,,▲,食料品製造業（経営者）,受注量や販売量の動き,・値上げの影響で受注量が大幅に減少しており、経営に大きな痛手となっている。原材料不足や価格高騰が要因であるとみられる。,
,,▲,建設業,受注価格や販売価格の動き,・中東情勢が先行き不透明であり、石油製品を始め様々な物の価格が上昇している。,
,,▲,通信業（企画担当）,取引先の様子,・ＩＣＴ関連やクラウド、データセンターについては、前年度から続く資材価格の高騰や半導体需給の流れから、見積価格の上昇や納期遅延などの問題が発生している。顧客においては、計画どおりの調達が困難な状況が発生している。中東情勢の影響なども、こうした状況に拍車を掛けていると考えられる。,
,,×,－,－,－,
"雇用
関連

(中国)",,◎,－,－,－,
,,○,－,－,－,
,,□,人材派遣会社（事業部長）,求人数の動き,・人材ビジネスにおいては、求人企業と求職者双方のニーズのギャップが拡大傾向にあり、以前よりマッチングに苦戦している。また、事務系の求人数は、ＡＩやＲＰＡといったＩＴツール導入や派遣料金の上昇により減少傾向にあり、受注求人数の内容も大きく変わってきている。,
,,□,人材派遣会社（支店長）,求職者数の動き,・全体的な求人数は横ばいのため、景気も停滞している。,
,,□,人材派遣会社（求職者対応）,求職者数の動き,・応募数が前年比で同水準となっている。,
,,□,人材派遣会社（経営企画担当）,求人数の動き,・派遣最低賃金の上昇に伴い、派遣先企業への請求料金の値上げを進めてきたが、企業の収益改善を上回るペースで上昇してきたため、これまでのように対応してもらえない可能性がある。,
,,□,求人情報誌製作会社（新卒採用担当）,求人数の動き,・企業の採用意欲は依然として底堅いものの、採用目標人数を大幅に拡大する動きは少なく、前年並みの採用枠を維持する企業が中心となっている。そのため、求人全体の数としては３か月前と比較して大きな変動はみられず、横ばいが続いている。,
,,□,新聞社［求人広告］（担当者）,周辺企業の様子,・従来の物価高に加え、猛暑の影響も重なり、飲食、サービス、レジャー、観光業が低調である。高齢者を始め、外出控えが顕著であり、閉店や休業も見受けられる。,
,,□,職業安定所（事業所担当）,求人数の動き,・新規求人数は前年比では減少傾向が続いているものの、減少幅は前月より縮小した。直近３か月前と比較した人手不足感に大きな変化はみられず、依然として、医療福祉、建設業、運輸業等では慢性的な人手不足が続いている。一方、中東情勢の影響については、原材料価格の上昇や資材の調達困難を懸念する声はあるものの、現時点で雇用への直接的な影響は確認されていない。,
,,□,職業安定所（事業所部門）,周辺企業の様子,・企業へのヒアリングでは、業況の良さに加え、人手不足や物価高騰についての声も多く、全体的に景気は横ばいの状況である。,
,,□,民間職業紹介機関（職員）,雇用形態の様子,・パート社員での採用が困難である企業が、間口を広げるためコスト高になってでも派遣社員採用に踏み切った例が複数見受けられた。,
,,□,民間職業紹介機関（人材紹介・派遣担当）,採用者数の動き,・人材紹介事業においては、採用企業側はポテンシャル人材の採用に人材紹介サービスを使わない方針になってきている。ポテンシャル層は採用管理システムの方が費用対効果が高いと判断される場合が増え、人材紹介は経験者及びハイクラス層を対象とするなど、使い分けが進んでいる。ポテンシャル採用を主軸にしている地場の人材紹介会社では、求職者獲得のネットワークが乏しいため、人材紹介での採用人数が徐々に減少傾向にある。,
,,□,学校［短期大学］（進路指導担当）,求人数の動き,・求人数は増加しているが、前年度の同時期と比較して特に変化がない。,
,,▲,求人情報誌製作会社（総務担当）,求職者数の動き,・求人数に比べて求職者数が増加傾向である。当社への応募者へのヒアリングでは、複数社に応募しているが、内定に結び付かないとの声が聞かれた。求職者側の状況のみで判断した場合、雇用環境は下向きと判断される。,
,,×,－,－,－,
,,,,,,
　10．四国（地域別調査機関：四国経済連合会）,,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明,
"家計
動向
関連

(四国)",,◎,＊,＊,＊,
,,○,一般小売店［書籍］（営業担当）,販売量の動き,・ほぼ前年並みの売上だった。資金繰りも予想どおりである。,
,,○,コンビニ（店長）,単価の動き,・来客数、客単価共に前年を超えている。特に、７月に入って急速に良くなっている。,
,,○,コンビニ（総務）,販売量の動き,・売上及び来客数は前年比では４月が最も悪く、それと比較すると今月は良くなっている。ただし、来客数は前年割れしており、単価上昇が売上を支えている。,
,,○,衣料品専門店（経営者）,単価の動き,・今月から少し客が増加し、客単価も上昇してきている。,
,,○,家電量販店（店員）,販売量の動き,・夏のボーナス後、前月までに下見をしていた客が戻ってきて購入するケースが多い。,
,,○,家電量販店（副店長）,販売量の動き,・夏の猛暑の影響もあり、エアコンは前年比160％、冷蔵庫は120％、洗濯機は130％で推移している。エアコンの新たな省エネ基準の変更に伴い、一部商品に品切れが出てきている。,
,,○,その他飲食［ファーストフード］（経営者）,来客数の動き,・夏休みに入り、客足が伸びている。特に商業施設内の店舗は、避暑のために来店している客が多いようにみられるものの、それをきっかけに利用されている。,
,,○,タクシー運転手,お客様の様子,・２～３か月前と比べてやや良くなっている。客からは、ガソリン代は全国平均より高いが価格が安定した、また夏休みに入ってイベントが始まったことで人出が少し良くなったという話を聞いた。,
,,○,通信会社（営業部長）,来客数の動き,・前年度は特需があったため、来客数は減少傾向にあったが、今月は前月比100％超となり回復傾向にある。,
,,○,美容室（経営者）,来客数の動き,・猛暑のため、髪を切る客や量を減らす客、シャンプーやトリートメントを頼む客が増加している。,
,,□,商店街（常務理事）,来客数の動き,・国内外からの多くの観光客で商店街には活気やにぎわいがあり、今後も良くなると期待が持てる。ただし地元客は、急に暑さが厳しくなったことによる外出控えや、物価上昇に対する生活防衛から、消費に慎重な動きがみられる。,
,,□,スーパー（店長）,お客様の様子,・値上げによって客が買い控えをしており、買上点数と来客数が減少している。,
,,□,スーパー（店長）,販売量の動き,・相次ぐ商品の値上げにより、販売点数の減少傾向が続いている。,
,,□,スーパー（企画担当）,単価の動き,・競合条件により来客数の増減はあるが、商品の単価上昇が大きく、売上は前年を大きく上回っている状況が続いている。,
,,□,スーパー（財務担当）,お客様の様子,・買上点数の前年割れは回復し、前年並みでの推移が続いている。,
,,□,スーパー（人事）,販売量の動き,・暑い日や値上げが続くものの、消費が鈍るような動きは少ない。丑の日も多くの客でにぎわいメリハリのある消費をしている。,
,,□,コンビニ（店長）,来客数の動き,・来客数の前年割れが続いている。暑い日が続いたため、飲料品はほぼ前年並みに回復したが、主力商品である主食系は軒並み前年割れしており、厳しい状況である。,
,,□,コンビニ（商品担当）,単価の動き,・中東情勢が、景気に大きな影響を与えている。,
,,□,衣料品専門店（経営者）,販売量の動き,・７月はバーゲンセールの月で本来は売上が見込めるが、今年は猛暑によって全体的に客の入りが低調である。客単価は相応であるが、商品単価の上昇により期待どおりの売上を確保することは厳しい状況である。,
,,□,乗用車販売店（営業担当）,販売量の動き,・人気車種の販売停止に加え、物価高の影響もあり、慎重に検討する客が多く、販売実績は大きく変わっていない。,
,,□,乗用車販売店（役員）,お客様の様子,・客の購買意欲等に大きな変化はない。,
,,□,観光型旅館（経営者）,来客数の動き,・前年度より来客数、単価共に好調を維持しているが、最近の猛暑により８～９月の伸びが弱い。,
,,□,観光遊園地（主幹）,来客数の動き,・来客数の推移に大きな変化はない。,
,,□,美容室（経営者）,お客様の様子,・連日の暑さで来客数は少し増加しているようだが、消費は渋る傾向があるようにみられる。,
,,□,設計事務所（所長）,単価の動き,・個人住宅の着工件数が非常に減少している。下請の倒産が非常に増加している。,
,,▲,商店街（代表者）,お客様の様子,・原材料の値上げが販売価格に転嫁されるようになってきた。それを客が敏感に感じ取り、財布のひもが固くなっている。,
,,▲,商店街（代表者）,お客様の様子,・猛暑と物価高の影響から、売上は前年より減少傾向にある。,
,,▲,一般小売店［文具店］（経営者）,販売量の動き,・石油を原料とする商品は、依然として欠品状態が続いており、入荷が滞っている。特に、セロハンテープ等の包装資材関連の品物が滞っている。,
,,▲,一般小売店［生花］（経営者）,来客数の動き,・猛暑のため来客数が減少している。様々な物の値上げを受けて、購買意欲が低い。値段の安いものから売れている。,
,,▲,百貨店（企画担当）,販売量の動き,・夏物商戦が本格化する時期にもかかわらず、猛暑による外出控えや節約志向の強まりから、衣料品や雑貨を中心に伸び悩んでおり、販売量の鈍化を感じている。,
,,▲,スーパー（企画担当）,来客数の動き,・天候不順によって来客数に苦戦した。梅雨明け以降は前年同様高温となり、飲料やアイス等の季節商材が好調に推移し、前年並みの動向となってきている。,
